Artist,Sort Artist,Album,Tracks,Discs,Album DR,Date Master,Date Release,Bit Depth,Sample Rate,Channels,# Covers,Cover Width,Cover Height,Fixed Album Name,Description,Discogs Master,Discogs Release,Musicbrainz Release Group,Musicbrainz Album
Justin Currie,"Currie, Justin",This Is My Kingdom Now [2017 CD 44kHz DR06],13,1,06,2017,2017,16,44,2,1,1500,1500,,,,10279494,,4bf5214f-5510-44e0-8805-79b172fb3a1c
Justin Currie,"Currie, Justin",What Is Love For [2007 CD 44kHz DR07],12,1,07,2007,2007,16,44,2,1,1400,1400,,,552456,1570245,,8bb374be-2885-41c0-950a-481ed69b046b
Justin Currie,"Currie, Justin",Lower Reaches [2013 CD 44kHz DR08],10,1,08,2013,2013,16,44,2,1,1500,1500,,,1026826,10330696,,415052ca-80ce-40fb-811b-5c71386ce05f
Justin Currie,"Currie, Justin",The Great War [2010 Qobuz 44kHz DR06],11,1,06,2010,2010,16,44,2,1,1400,1400,,Qobuz,m696626,4866120,12e600ed-ed86-4596-b8f5-439da984995a,249ff5e5-5c2a-485f-b560-a8ea88ae4310
Shakespear's Sister,Shakespears Sister,Singles Party (1988-2019) [2019 CD 44kHz DR06],14,2,06,2019,2019,16,44,2,1,1500,1500,,,m1581859,13888281,9c861ccf-0d57-465a-abb9-adb2fbbe5de8,ebf82aad-9f4c-451d-ae5b-9466edc5221c
The Smiths,"Smiths, The",The World Won't Listen [1987 CD 44kHz DR12],16,1,12,1987,1987,16,44,2,1,1500,1500,,,m21169,486491,987715ca-eb75-3aeb-bb5e-84bc3428962b,b10ab229-b961-48c6-9eb0-ac0c06882143
The Cranberries,"Cranberries, The",No Need To Argue - The Complete Sessions 1994-1995 [2002 Qobuz 44kHz DR11],18,1,11,1994,2002,16,44,2,1,1390,1390,No Need To Argue - The Complete Sessions 1994-1995,Qobuz,m51107,9657136,,cce9a26e-c5bb-4feb-aec0-251074f96a83
Roger Taylor,"Taylor, Roger",Roger Taylor's Fun In Space [1996 CD 44kHz DR09],10,1,09,1981,1996,16,44,2,1,1500,1500,,,m60866,1601335,6de74481-fd31-3470-848b-44b242020a64,66965250-23d3-3c63-a51a-ecf05a7ad10c
The Housemartins,"Housemartins, The",London 0 Hull 4 [1986 CD 44kHz DR12],16,1,12,1986,1986,16,44,2,1,1500,1500,,,m29500,2446523,3bead24e-86b1-36c5-adfb-5a580355efb8,9bf51689-530e-43c7-8c72-ff65ebfd5270
The Housemartins,"Housemartins, The",Now That's What I Call Quite Good [1988 CD 44kHz DR12],24,1,12,1988,1988,16,44,2,1,1500,1500,,,,880474,87cc1369-370a-3d3e-8129-752da3588e6c,9c136531-7ffd-431a-a761-cf298c4daf44
The Heights,"Heights, The","Music From The Television Show ""The Heights"" [1992 CD 44kHz DR12]",14,1,12,1992,1992,16,44,2,1,2400,2400,,,546817,1227139,7e8bdf9f-26c9-3e46-bb06-7a0aa05a3dcd,8ddb46b4-97ad-4fec-80f8-9cb6cffa24a9
Chris Rea,"Rea, Chris",Shamrock Diaries (2019 Remaster) [2019 CD 44kHz DR11],13,2,11,1985,2019,16,44,2,1,1500,1500,Shamrock Diaries (2019 Remaster),,m114670,14288943,4f72328b-239e-300b-b409-530405de3485,ab1551f5-fe2c-4917-897c-49daab93be96
Chris Rea,"Rea, Chris",The Road To Hell [1989 CD 44kHz DR11],10,1,11,1989,1989,16,44,2,1,2560,2560,,,m114667,826215,a0c737b5-b41c-36c2-bacb-4538c68e1748,5048a101-571a-41d9-b369-2dc080497a17
Chris Rea,"Rea, Chris",Wired To The Moon [1991 CD 44kHz DR12],9,1,12,1984,1991,16,44,2,1,1482,1482,,,m114661,1000072,6f194b2e-63f6-366c-b8a3-ab3d0521903b,2582299c-8c86-46a7-a2ef-11a9a8e9ab21
Chris Rea,"Rea, Chris",Shamrock Diaries [1985 CD 44kHz DR13],10,1,13,1985,1985,16,44,2,1,1500,1500,,,m114670,5526592,4f72328b-239e-300b-b409-530405de3485,2529dec0-f6fa-47dc-b86a-21ac23eda2e4
Chris Rea,"Rea, Chris",Dancing With Strangers [1987 CD 44kHz DR14],14,1,14,1987,1987,16,44,2,1,2400,2400,,,m114662,826315,f65d5695-a859-3da2-bd29-2e7234ae71a9,7ed88f64-ac3b-4b4f-a584-fcbeab3a02dd
Chris Rea,"Rea, Chris",Dancing With Strangers (2019 Remaster) [2019 CD 44kHz DR11],17,2,11,1987,2019,16,44,2,1,1500,1500,Dancing With Strangers (2019 Remaster),,m114662,14288944,f65d5695-a859-3da2-bd29-2e7234ae71a9,0d65164e-86b5-4da3-818f-6b9e039dd196
Chris Rea,"Rea, Chris",On The Beach (2019 Remaster) [2019 CD 44kHz DR11],13,2,11,1986,2019,16,44,2,1,1500,1500,On The Beach (2019 Remaster),,m114664,14281650,843b05a6-3e8b-3528-8f2a-294baf314cfe,4e529e1d-d03f-44ae-bf11-0f15b9500fd4
Chris Rea,,New Light Through Old Windows (The Best Of Chris Rea) [1988 CD 44kHz DR13],13,1,13,1988,1988,16,44,2,1,1425,1425,,,m112850,1921898,,
Chris Rea,"Rea, Chris",Shamrock Diaries [2016 SHM-CD 44kHz DR10],10,1,10,1985,2016,16,44,2,1,1500,1500,,SHM-CD,m114670,8339053,4f72328b-239e-300b-b409-530405de3485,1e98cd98-1a8d-46b7-8562-a29153817a48
Chris Rea,"Rea, Chris",On The Beach [1991 CD 44kHz DR14],13,1,14,1986,1991,16,44,2,1,1425,1425,,,m114664,1103592,843b05a6-3e8b-3528-8f2a-294baf314cfe,b5df207c-87eb-383b-9e19-7db601e4a44c
Chris Rea,"Rea, Chris",Water Sign [1998 CD 44kHz DR13],10,1,13,1983,1998,16,44,2,1,1400,1400,,,m114659,9763592,418dbc74-c2c6-3d8c-80c8-666fd7551387,49c05b0a-317b-44ae-afde-6eeb7764b20f
Chris Rea,"Rea, Chris",Auberge (2019 Remaster) [2019 CD 44kHz DR10],11,2,10,1991,2019,16,44,2,1,1500,1500,Auberge (2019 Remaster),,m114672,14288946,d12084a8-bcb8-3446-9e9e-f87ea5e6966e,d9073543-9f34-482c-baa1-f041543da663
Chris Rea,"Rea, Chris",Auberge [1991 CD 44kHz DR11],11,1,11,1991,1991,16,44,2,1,2400,2400,,,m114672,1846911,d12084a8-bcb8-3446-9e9e-f87ea5e6966e,cffe4b0b-e842-3c5c-a0f1-2ddfd61164e3
Eleanor McEvoy,"McEvoy, Eleanor",Alone [2011 HDTracks 96kHz DR10],13,1,10,2011,2011,24,96,2,1,1217,1217,,HDTracks,,8888283,,9d372a48-23ac-4987-bdcf-1d2f56f4d4b2
Eleanor McEvoy,"McEvoy, Eleanor",Snapshots [1999 CD 44kHz DR10],11,1,10,1999,1999,16,44,2,1,1395,1395,,,m932901,7885591,,8d8e3fcd-0385-4259-b1ab-555540b69f29
Eleanor McEvoy,"McEvoy, Eleanor",Gimme Some Wine [2021 Tidal 44kHz DR09],10,1,09,2021,2021,16,44,2,1,1280,1280,,Tidal,,20598430,1f61bfeb-3acc-4a57-bca9-b65d7fc9f89c,2458a243-7119-42f6-800b-0e9d485f6023
Eleanor McEvoy,"McEvoy, Eleanor",I'd Rather Go Blonde [2010 SACD 44kHz DR06],12,1,06,2010,2010,16,44,2,1,1500,1500,,SACD,m741783,8575330,,5e9fd7c0-ceee-4175-a1fe-b49bb47b9e65
Eleanor McEvoy,"McEvoy, Eleanor",The Thomas Moore Project [2017 CD 44kHz DR11],11,1,11,2017,2017,16,44,2,1,2500,2500,,,,11015041,fd24d36a-0f6e-453d-8cd9-be497bfe2cd7,8935bbe5-aa2f-4608-8923-12add68469c9
Eleanor McEvoy,"McEvoy, Eleanor",Eleanor McEvoy [2003 CD 44kHz DR09],17,1,09,1993,2003,16,44,2,1,2318,2318,,,m705138,9073976,c9908522-9848-39ab-bb32-4c6f49796662,828205b7-3901-469e-92b5-555d5434d62a
Eleanor McEvoy,"McEvoy, Eleanor",If You Leave... [2013 HDTracks 96kHz DR09],12,1,09,2013,2013,24,96,2,1,1500,1500,,HDTracks,m1040927,8888042,,e5d62c20-86ca-4c30-b377-428e8b40bdc0
Eleanor McEvoy,"McEvoy, Eleanor",Naked Music [2015 CD 44kHz DR09],14,1,09,2015,2015,16,44,2,1,1500,1500,,,m1057301,8975639,3aed68ad-a9a6-4b54-843d-0f499d91fe24,9e18ba96-74ff-4205-90ef-531ac0b6801b
Feargal Sharkey,"Sharkey, Feargal",Feargal Sharkey [1985 CD 44kHz DR12],10,1,12,1985,1985,16,44,2,1,1404,1404,,,m81597,516192,027e676b-0563-351a-b0af-4a0cadfb49ff,77c62f20-77e3-4909-bf7d-2ae8be00148a
Michael Jackson,"Jackson, Michael",Bad [1987 CD 44kHz DR12],11,1,12,1987,1987,16,44,2,1,1400,1400,,,m8517,725905,a5711a77-42d1-3f4c-830c-e27a96f0800f,95bc8558-794b-47d3-949d-297aaef8acdf
Michael Jackson,"Jackson, Michael",Thriller [2022 MFSL SACD 88kHz DR12],9,1,12,1982,2022,24,88,2,1,1546,1546,,MFSL SACD,m8883,25176358,f32fab67-77dd-3937-addc-9062e28e4c37,b8f457c0-a943-4225-878f-65d2301bd111
Linda Ronstadt,"Ronstadt, Linda",The Very Best Of Linda Ronstadt [2002 CD 44kHz DR10],21,1,10,2002,2002,16,44,2,1,3464,3464,,,m329361,9653664,,6e24596e-6ae1-41ac-9fa3-787a44451a3f
Roger Hodgson,"Hodgson, Roger",In The Eye Of The Storm [1984 CD 44kHz DR14],7,1,14,1984,1984,16,44,2,1,2000,2000,,,m55511,14121763,,3484167c-9a6f-4d4f-b30a-2422dee79e39
Roger Hodgson,"Hodgson, Roger",Classics Live [2012 CD 44kHz DR09],10,1,09,2012,2012,16,44,2,1,1400,1400,,,m1177319,9028566,,4081aa69-56c4-4aad-895b-5d5913627809
Brian May + Friends,"May, Brian",Star Fleet Project [1983 Vinyl 96kHz DR12],3,1,12,1983,1983,24,96,2,1,1800,1800,,Vinyl,m77151,715392,,27015c99-6abb-4974-b6c9-8f564667f85f
Peter Gabriel,"Gabriel, Peter",Deutsches Album [2009 Qobuz 96kHz DR11],8,1,11,1982,2009,24,96,2,1,2400,2400,,Qobuz,m29672,20827534,dcbb0d02-9d95-3234-8389-44e15e8e955e,04f30641-617d-4056-ae56-9357d840d020
Peter Gabriel,"Gabriel, Peter",Shaking The Tree: Sixteen Golden Greats [2003 SACD 88kHz DR11],16,1,11,1990,2003,24,88,2,1,2000,2000,,SACD,m49717,1470419,,0fad5385-00c2-4ef0-b919-616009533b3b
Peter Gabriel,"Gabriel, Peter",Peter Gabriel 4: Security [2003 SACD 88kHz DR12],8,1,12,1982,2003,24,88,2,1,2800,2800,Peter Gabriel 4: Security,SACD,m29672,455696,dcbb0d02-9d95-3234-8389-44e15e8e955e,851c1824-994d-468f-8b5b-13009daae40e
Peter Gabriel,"Gabriel, Peter",Plays Live Highlights [2003 SACD 88kHz DR11],12,1,11,1983,2003,24,88,2,1,1942,1942,,SACD,m29893,3976180,,4a7d347c-6a02-4f4b-a2e9-c882fc3ee512
Peter Gabriel,"Gabriel, Peter",Plays Live [2020 Bandcamp 96kHz DR11],16,1,11,1983,2020,24,96,2,1,2560,2560,,Bandcamp,m29893,15828862,0caf8d02-db83-3473-8663-1207c3e71437,267c7be2-c7bd-4130-8bbe-e64a741caad9
Peter Gabriel,"Gabriel, Peter",3: Melt [2003 SACD 88kHz DR15],10,1,15,1980,2003,24,88,2,1,1417,1417,3: Melt,SACD,m29662,1620595,fe9f06cd-a160-3114-85fd-102726dddc0b,bdfedf70-16ee-4f80-a28d-b776f70d69b4
Peter Gabriel,"Gabriel, Peter",Ein Deutsches Album [2019 Qobuz 96kHz DR11],9,1,11,1980,2019,24,96,2,1,2400,2400,,Qobuz,m29662,20844661,fe9f06cd-a160-3114-85fd-102726dddc0b,fd523bae-f7a5-47cb-acbe-940f78cc9263
Peter Gabriel,"Gabriel, Peter",1: Car [2003 SACD 88kHz DR15],9,1,15,1977,2003,24,88,2,1,1417,1417,1: Car,SACD,m29615,1470470,4e6f2a81-ec6d-378c-a824-0cd0538bbb21,cc474025-e79c-4482-a67c-378c8dfcc530
Peter Gabriel,"Gabriel, Peter",Peter Gabriel 2: Scratch [2003 SACD 96kHz DR11],11,1,11,1978,2003,24,96,2,1,1633,1633,Peter Gabriel 2: Scratch,SACD,m29636,3976207,,43eec865-de40-4a2b-962b-9176ab0a03fa
Peter Gabriel,"Gabriel, Peter",Secret World Live [2019 Qobuz 44kHz DR11],16,1,11,1994,2019,24,44,2,1,3000,3000,,Qobuz,m113216,14764072,a582e078-52a5-365c-ae81-513ed51df5ac,89e096f7-7e42-40c4-a600-1ac80ea87d01
Peter Gabriel,"Gabriel, Peter",So [2003 SACD 88kHz DR10],9,1,10,1986,2003,24,88,2,1,1580,1580,,SACD,m35759,1470412,be3cc3e7-bdb0-3c13-a60b-a985b30eb603,8dc1f78e-7e9b-4f20-99e7-0afd58f2631f
Melissa Etheridge,"Etheridge, Melissa",Fearless Love [2010 CD 44kHz DR06],12,1,06,2010,2010,16,44,2,1,1500,1500,,,m888674,7434689,732d83b8-30e1-46b5-8080-335aa570eca1,c74a323d-4e7f-34c3-b2f2-9a22fe7e1aff
Melissa Etheridge,"Etheridge, Melissa",Melissa Etheridge [1988 CD 44kHz DR12],10,1,12,1988,1988,16,44,2,1,1412,1412,,,m110400,10932731,cb9d38fa-5a3e-3182-a942-87ba1669cbd2,25a4a59e-bf3c-439f-8d71-2ad955fe941d
Prince And The Revolution,"Prince and Revolution, The",Purple Rain [1984 CD 44kHz DR13],9,1,13,1984,1984,16,44,2,1,1425,1425,,,m16245,4977372,b93a7c47-a6d4-33f2-9034-53fdd991f4ba,45c7c7b7-5f62-4f30-84b5-a0dc31f3a278
Prosecco Socialist,Prosecco Socialist,This Dog's Just For Christmas (Not For Life) [2017 CD 44kHz DR09],1,1,09,2017,2017,16,44,2,1,3000,3000,,,,11973600,aa3af073-526f-4107-b989-2a3f0fd49d53,33be72a1-7f0b-41bf-a12a-f736c8c648ac
John Lennon & Yoko Ono,"Lennon, John & Ono, Yoko",Double Fantasy [2014 SHM-SACD 88kHz DR10],14,1,10,1980,2014,24,88,2,1,2340,2340,,SHM-SACD,m73013,6710505,,7dafb6b5-ba3b-4d2f-aa85-2ec7b8a23c7a
Deep Purple,Deep Purple,Made In Japan [1998 DCC 24 KT Gold 44kHz DR11],7,1,11,1972,1998,16,44,2,1,1280,1280,,DCC 24 KT Gold,m2133,4779442,afab893b-4284-37c3-bf74-0139773c8c6d,01f9e669-881c-410d-91cd-924608e6c985
Carpenters,Carpenters,Singles 1969-1981 [2004 SACD 88kHz DR10],21,1,10,1999,2004,24,88,2,1,1417,1417,,SACD,m272219,3169081,,ae65a6a2-6925-4f5b-91b8-8974ae44126f
Survivor,Survivor,Vital Signs [1984 CD 44kHz DR12],9,1,12,1984,1984,16,44,2,1,1500,1500,,,m47942,4624811,,254b347a-6790-4e68-a95d-f5b174e95b62
Joe Cocker,"Cocker, Joe",Definite. (1964-1986) [1987 CD 44kHz DR12],18,1,12,1987,1987,16,44,2,1,2400,2400,,,m115485,1201322,d08a48c0-b976-326c-aaf4-21525c1d3ceb,bd602346-0056-42d2-b1de-e9fec9e65925
John Lennon,"Lennon, John",Imagine [2014 Blu-ray 96kHz DR10],10,1,10,1971,2014,24,96,2,1,1500,1500,,Blu-ray,m72879,5396139,,f2edb173-2e3a-4222-b6fa-5fc7f8b373a4
John Lennon,"Lennon, John",Working Class Hero - The Definitive Lennon [2005 CD 44kHz DR10],19,2,10,2005,2005,16,44,2,1,1300,1300,,,m300864,723649,,c105826b-e984-4ecd-be04-e241012b3a0f
Tommy Shaw,"Shaw, Tommy",Ambition [1987 Qobuz 44kHz DR12],10,1,12,1987,1987,16,44,2,1,1500,1500,,Qobuz,m363548,3145883,49d5e7b1-6874-34ea-bf5a-0cfa5e815dad,39fc756e-4d41-4b17-937f-99602f7ea1df
Tommy Shaw,"Shaw, Tommy",Sing For The Day! (Live) [2018 Qobuz 96kHz DR09],13,1,09,2017,2018,24,96,2,1,3000,3000,,Qobuz,m1432027,12602891,856d794c-0dd5-4a35-86c2-2d30328a95c1,63e87fe5-2032-4f16-86b6-f54ebf353271
David Lindley,"Lindley, David",El Rayo-X [1990 Qobuz 44kHz DR12],12,1,12,1981,1990,16,44,2,1,1425,1425,,Qobuz,m26066,15554245,c633bbe4-f433-33ac-91dc-06ebd8d8d0d8,c261e907-5a7c-4908-9855-6bb7ca2c27fe
Wise Guys,Wise Guys,Klartext [2003 CD 44kHz DR08],19,1,08,2003,2003,16,44,2,1,1500,1500,,,m274496,2444555,,3517cd8b-293d-4420-acd6-5882065aeb6b
Asia,Asia,Asia [2010 SHM-SACD 88kHz DR10],9,1,10,1982,2010,24,88,2,1,1280,1280,,SHM-SACD,m94351,3505482,,26f142c3-253c-4e72-bc46-a0b8d1d6be99
Asia,Asia,Alpha [2014 SHM-SACD 88kHz DR11],12,1,11,1983,2014,24,88,2,1,1500,1500,,SHM-SACD,m94348,5766290,786ebb0d-ba09-456c-b134-6d3232cff401,018af2c8-79cf-4c50-b5ef-a72885dbc935
Little River Band,Little River Band,Monsoon [1988 Qobuz 44kHz DR12],11,1,12,1988,1988,16,44,2,1,3000,3000,,Qobuz,m190044,5165214,bce24be7-ee6d-3aef-bf8c-9bfcfd13cc04,a8de2438-3be0-418d-b182-fddfb0032313
Little River Band,Little River Band,Greatest Hits [2021 Qobuz 96kHz DR10],12,1,10,1982,2021,24,96,2,1,1400,1400,,Qobuz,m103156,20235535,f54e7250-2360-35f1-be6a-b1324422d6f3,f8cb9c82-d547-4c6b-b0e6-8dd3cac48556
The Alan Parsons Project,"Parsons, Alan, Project, The",Eve [1995 CD 44kHz DR14],9,1,14,1979,1995,16,44,2,1,1500,1500,,,m4470,13798434,,b0045ceb-3536-3a5d-91a7-e0919c4e0024
The Alan Parsons Project,"Parsons, Alan, Project, The",Tales Of Mystery And Imagination Edgar Allan Poe [2016 Blu-ray 96kHz DR12],11,2,12,1976,2016,24,96,2,1,1500,1500,,Blu-ray,m4322,9448188,5d8f45de-ec81-36c7-88d1-a232193fbf15,ee373389-6734-42ee-9cb0-74f0a2a36313
The Alan Parsons Project,"Parsons, Alan, Project, The",Tales Of Mystery And Imagination - Edgar Allan Poe [1994 MFSL UDCD 44kHz DR10],11,1,10,1976,1994,16,44,2,1,1500,1500,,MFSL UDCD,m4322,1581726,5d8f45de-ec81-36c7-88d1-a232193fbf15,312d90cf-e350-4162-90ff-dd7269b95a90
The Alan Parsons Project,"Parsons, Alan, Project, The",Vulture Culture [1985 CD 44kHz DR12],8,1,12,1985,1985,16,44,2,1,1500,1500,,,m25305,1923624,,71e4cec0-545a-40ad-97a5-83347c70aae2
The Alan Parsons Project,"Parsons, Alan, Project, The",Pyramid [1984 CD 44kHz DR11],9,1,11,1978,1984,16,44,2,1,1425,1425,,,m4398,6129363,154e77f6-995e-3206-83f7-16bc15f47d3a,a740bc70-b825-4355-80ba-c378ef715ce8
The Alan Parsons Project,"Parsons, Alan, Project, The",I Robot [2016 MFSL SACD 88kHz DR10],10,2,10,1977,2016,24,88,2,1,1500,1500,,MFSL SACD,m4338,8940064,bc5d259c-9323-3721-a346-5d379338eddf,0e718932-ce53-4563-9f95-40277d54ea7b
The Alan Parsons Project,"Parsons, Alan, Project, The",The Turn Of A Friendly Card - Box-Set [2023 Blu-ray 96kHz DR12],24,4,12,1980,2023,24,96,6,1,1400,1400,The Turn Of A Friendly Card - Box-Set,Blu-ray,m4495,26214653,f51a3bff-99d8-3943-9552-e7d20fdd11cc,617e6d1a-3272-4276-ab71-4f644c03b776
The Alan Parsons Project,"Parsons, Alan, Project, The",Eye In The Sky [2021 MFSL SACD 88kHz DR12],10,1,12,1982,2021,24,88,2,1,1196,1196,,MFSL SACD,m4424,18220396,c9137ca5-26bd-3374-bebc-a813fbfe9c4f,c8a6a8eb-6bdb-4780-9f93-9d7f68d8c3e5
The Alan Parsons Project,"Parsons, Alan, Project, The",Ammonia Avenue [2020 Blu-ray 96kHz DR12],11,1,12,1984,2020,24,96,2,1,1500,1500,,Blu-ray,m8355,14998880,d78870ea-7967-37f4-b241-af0cf69d5036,bd52aa7f-f669-44f0-a40c-11cb79a2fb1b
Bangles,Bangles,Greatest Hits [2015 SACD 88kHz DR09],14,1,09,1990,2015,24,88,2,1,1400,1400,,SACD,m64880,12463831,d1412fcf-cd48-3bf2-8c07-8be80b2f8b68,039d0df8-76e3-47a9-a146-9dd56c1285f0
Adele,Adele,30 - Deluxe Edition (Target Exclusive) [2021 CD 48kHz DR04],15,1,04,2021,2021,24,48,2,1,1742,1742,30 - Deluxe Edition (Target Exclusive),,m2383843,21040684,d8a99910-33c2-481d-9b96-085ece5545f6,5c2b134a-70df-4bd3-8b72-7cfce4f82e49
Adele,Adele,Live At The Royal Albert Hall [2011 Blu-ray 48kHz DR13],27,2,13,2011,2011,24,48,6,1,1500,1500,,Blu-ray,m390704,3926903,36e41dc0-2a0c-4ff7-b043-097534d52bf6,905c34ee-9467-41b2-b236-f21a4109d8c9
Adele,Adele,21 - Deluxe Edition (Target Exclusive) [2011 CD 44kHz DR07],4,2,07,2011,2011,16,44,2,1,3200,3200,21 - Deluxe Edition (Target Exclusive),,m303567,2730616,e4174758-d333-4a8e-a31f-dd0edd51518e,7fb66278-4cff-3fe8-9ed5-4e95cdee3bbb
Adele,Adele,19 - Expanded Edition [2008 CD 44kHz DR09],12,3,09,2008,2008,16,44,2,1,1535,1535,19 - Expanded Edition,,m28398,15247297,9796da06-2d59-3176-8598-2105f31ee54a,9105a5b3-eb68-3a03-9aa8-f3495e602a4f
Adele,Adele,25 - Deluxe Edition (Target Exclusive) [2015 CD 44kHz DR06],14,1,06,2015,2015,16,44,2,1,1500,1500,25 - Deluxe Edition (Target Exclusive),,m912912,7751175,5537624c-3d2f-4f5c-8099-df916082c85c,b2dbd919-229f-41df-a6bf-eaa042c1a550
USA For Africa,USA for Africa,We Are The World [1985 Qobuz 44kHz DR13],1,1,13,1985,1985,16,44,2,1,1448,1448,,Qobuz,m19974,6954651,85480bb3-40dc-34d8-b106-0a9470f13a73,64c12235-f420-439f-ab1a-04eb74101883
Tori Amos,"Amos, Tori",Little Earthquakes [1992 CD 44kHz DR11],12,1,11,1992,1992,16,44,2,1,2400,2400,,,m64690,5360728,cb10018e-e795-3b62-b9d6-f143d188e496,66b1a283-08e3-4096-b4b6-38bb8cba30ab
Tracey Ullman,"Ullman, Tracey",You Broke My Heart In 17 Places [2007 CD 44kHz DR08],16,1,08,1983,2007,16,44,2,1,1484,1484,,,m4245,10818972,,3c5ce883-4ee0-4599-8a60-bbb15c0ceca3
Lightning Seeds,Lightning Seeds,See You In The Stars [2022 Qobuz 96kHz DR07],10,2,07,2022,2022,24,96,2,1,4000,4000,,Qobuz,m2825114,24920867,,51b63cbf-edca-49cb-8c19-975724a3e34f
Lightning Seeds,Lightning Seeds,Cloudcuckooland [1989 CD 44kHz DR12],11,1,12,1990,1989,16,44,2,1,1400,1400,,,m71400,3006429,,9d3c1f57-be4a-4a7f-b3ae-c5476e7620f8
Nik Kershaw,"Kershaw, Nik",Human Racing [1984 CD 44kHz DR14],10,1,14,1984,1984,16,44,2,1,1500,1500,,,m86810,2914584,beed706d-b5cd-39de-9d30-9f6b51ddf758,98e6da92-f32e-4203-9325-fe9525b156af
Nik Kershaw,"Kershaw, Nik",The Riddle [1984 CD 44kHz DR13],10,1,13,1984,1984,16,44,2,1,1500,1500,,,m86831,11907072,44589de4-c523-3c13-924e-325a24a352da,e3a138cc-fca9-46f8-b5bd-bab97e6e46b9
"Johann Sebastian Bach , The English Baroque Soloists , Kati Debretzeni , John Eliot Gardiner","Bach, Johann Sebastian",Brandenburg Concertos [2009 CD 44kHz DR13],16,2,13,2009,2009,16,44,2,1,2096,2096,,,,5036305,7c701643-df97-40dd-919f-d51a052836d2,273d767b-a653-4194-8df9-f34dd8b3483d
Kiefer Sutherland,"Sutherland, Kiefer",Reckless & Me [2019 CD 44kHz DR07],10,1,07,2019,2019,16,44,2,1,4000,4000,,,m1540727,13557079,,5434e1b4-9d43-4a7b-993b-7581e252da1d
Howard Jones,"Jones, Howard",Dream Into Action - Special Edition Expanded Deluxe [2024 Blu-Ray 48kHz DR12],30,2,12,1985,2024,24,96,6,1,2905,2904,Dream Into Action - Special Edition Expanded Deluxe,Blu-Ray,m66384,30833682,c00eb33f-cdbc-3fe5-a4fe-a52e212cfb46,513ac3ed-48f4-4fdb-98d1-3efefc1e4c98
